placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
228-222@62j-sjt-33q,,Apartments at 20 Bellevue Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.385971,-71.125761,20 Bellevue Ave,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
228-23c@62j-sj2-k4v,zzw-224@62j-sj2-kmk,Deepak Thatai MD,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.374724,-71.104343,1493 Cambridge St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22b-222@62j-sjv-nh5,,Apartments at 32 Hawthorn St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.375158,-71.125554,32 Hawthorn St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22f-222@62j-sjs-mtv,,Apartments at 174 Cushing St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.379563,-71.1528,174 Cushing St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22g-222@62j-sj3-5xq,,Condos at 202 Third St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.367441,-71.081171,202 3rd St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22p-222@62j-sj2-vzz,,Betty's Hair now,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,42.371559,-71.082703,397 Cambridge St,Cambridge,MA,02141,US,+16178689125,,"",,,2019-07-01,POLYGON
22s-226@62j-sj2-rkz,,Boston Sports Clubs,SG_BRAND_6cf9617f959650f0,Boston Sports Clubs,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.365641,-71.102797,625 Massachusetts Ave,Cambridge,MA,02139,US,+16178765550,"{ ""Mon"": [[""5:30"", ""22:00""]], ""Tue"": [[""5:30"", ""22:00""]], ""Wed"": [[""5:30"", ""22:00""]], ""Thu"": [[""5:30"", ""22:00""]], ""Fri"": [[""5:30"", ""21:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }","Cycling Classes,Martial Arts,Circuit Training,Cardio Classes,Boxing",,2021-03-26,2019-07-01,POLYGON
22v-222@62j-sj2-whq,,Apartments at 135 Willow St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.373217,-71.091542,135 Willow St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22v-222@62j-sjy-cdv,,Apartments at 82 Park Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.376901,-71.149637,82 Park Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22x-222@62j-sk2-y35,,Apartments at 140 Elm St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.390997,-71.118751,140 Elm St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
234-222@62j-sjv-8sq,,The Boathouse,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.371436,-71.116713,49 Mount Auburn St,Cambridge,MA,02138,US,+16173491650,"{ ""Mon"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""17:00"", ""24:00""]] }",American Food,,,2019-07-01,POLYGON
235-222@62j-sjs-9cq,,Apartments at 49 Saville St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.383831,-71.13545,49 Saville St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
236-222@62j-sj2-435,,Apartments at 295 Windsor St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.368548,-71.0951,295 Windsor St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23d-222@62j-sj2-j9z,,Apartments at 448 Broadway,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.373171,-71.111408,448 Broadway,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
24r-222@62j-sj2-m6k,,Townhouses at 239 Prospect St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371422,-71.099976,239 Prospect St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
254-222@62j-sj2-jsq,,Condos at 37 Lee St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369493,-71.106633,37 Lee St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
269-222@62j-sk3-4n5,,One Ramen & Sushi,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.385147,-71.119061,1759 Massachusetts Ave,Cambridge,MA,02140,US,+16178646299,,"Japanese Food,Sushi",,,2019-07-01,POLYGON
27z-222@62j-sj2-grk,,Apartments at 2 Crawford St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371039,-71.106962,2 Crawford St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
28f-223@62j-shx-t9z,zzy-222@62j-shx-t7q,Verenium Corp H Q,"","",Other Miscellaneous Manufacturing,,3399,42.365924,-71.075859,55 Cambridge Pkwy,Cambridge,MA,02142,US,+16176745300,,"",,,2019-07-01,POLYGON
zzw-222@62j-sj2-x3q,,Donna Ponte Pereira DMD,"","",Offices of Dentists,Offices of Dentists,621210,42.372652,-71.0904,825 Cambridge St,Cambridge,MA,02141,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""12:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",Orthodontists,,,2019-07-01,POLYGON
zzw-222@62j-sj4-v9f,,MIT Medical,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.361463,-71.086524,25 Carleton St Bldg E23,Cambridge,MA,02142,US,+16172534481,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }","",,,2019-07-01,POLYGON
zzw-223@62j-sj2-vxq,,Apartments at 85 Winter St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372871,-71.082034,85 Winter St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
zzw-224@62j-sj2-kmk,,Cambridge Health Alliance,"","",General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110,42.375221,-71.104569,1493 Cambridge St,Cambridge,MA,02139,US,,,"Dialysis,Hospice,Physical Therapy,Walk-in Clinic",,,2019-07-01,POLYGON
zzz-222@62j-shx-k75,,Lechmere Canal Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.369702,-71.075958,Lechmere Canal Park,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
222-222@62j-sjs-hbk,,O'reilly Media Inc,"","",Other Miscellaneous Manufacturing,,3399,42.389338,-71.145338,10 Fawcett St,Cambridge,MA,02138,US,+16173545800,,"",,,2019-07-01,POLYGON
223-222@62j-sjs-5cq,,Apartments at 27 Wheeler St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.389658,-71.144882,27 Wheeler St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
224-222@62j-sjy-7yv,,Vahe Garage,"","",Automotive Repair and Maintenance,,8111,42.375249,-71.147723,651 Mount Auburn St,Cambridge,MA,02138,US,+16177144599,"{ ""Mon"": [[""8:30"", ""18:30""]], ""Tue"": [[""8:30"", ""18:30""]], ""Wed"": [[""8:30"", ""18:30""]], ""Thu"": [[""8:30"", ""18:30""]], ""Fri"": [[""8:30"", ""18:30""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }",Auto Repair,,,2019-07-01,POLYGON
224-223@62j-sjr-z75,,Basha Cafe,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.387878,-71.140395,26 New St,Cambridge,MA,02138,US,+16179457661,,"Bar or Pub,Ethiopian Food,Hookah,Late Night,Vegan Food",,2020-01-15,2019-07-01,POLYGON
225-222@62j-sjs-h3q,,Cambridge Sound Management Llc H Q,"","",Other Miscellaneous Manufacturing,,3399,42.390651,-71.148022,27 Moulton St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
225-226@62j-sjv-bx5,,Anglican Church Of The Epiphany Boston,"","",Religious Organizations,Religious Organizations,813110,42.376467,-71.113496,50 Quincy St,Cambridge,MA,02138,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
226-224@62j-sjx-2ff,,Fresh Pond Golf Course,"","",Amusement Parks and Arcades,Amusement and Theme Parks,713110,42.381121,-71.153017,691 Huron Ave,Cambridge,MA,02138,US,,"{ ""Mon"": [[""5:30"", ""20:30""]], ""Tue"": [[""5:30"", ""20:30""]], ""Wed"": [[""5:30"", ""20:30""]], ""Thu"": [[""5:30"", ""20:30""]], ""Fri"": [[""5:30"", ""20:30""]], ""Sat"": [[""5:30"", ""20:30""]], ""Sun"": [[""5:30"", ""20:30""]] }",Golf,,,2019-07-01,POLYGON
228-22w@62j-sj2-k4v,zzw-224@62j-sj2-kmk,Kitsa Kondylis deBlois MD,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.374751,-71.104319,1493 Cambridge St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
229-223@62j-sjv-99f,,The Brattle Theatre,"","",Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.373604,-71.121429,40 Brattle St,Cambridge,MA,02138,US,+16178766837,"{ ""Mon"": [[""16:30"", ""22:00""]], ""Tue"": [[""16:30"", ""22:00""]], ""Wed"": [[""16:30"", ""22:00""]], ""Thu"": [[""16:30"", ""22:00""]], ""Fri"": [[""16:30"", ""22:00""]], ""Sat"": [[""12:30"", ""22:00""]], ""Sun"": [[""12:30"", ""22:00""]] }","",,,2019-07-01,POLYGON
22c-222@62j-sgg-ks5,,Apartments at 3 Blackstone St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.362514,-71.11436,3 Blackstone St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22g-22f@62j-sjt-y35,22g-223@62j-sjt-y35,Susan Pories MD,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.373991,-71.133449,330 Mount Auburn St,Cambridge,MA,02138,US,+16175763350,,"",,,2019-07-01,POLYGON
22p-222@62j-sk3-68v,,Apartments at 17 Arlington St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.386565,-71.12113,17 Arlington St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22x-222@62j-sgg-789,,Condos at 202 Sidney St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.357622,-71.10544,202 Sidney St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23q-223@62j-sj3-9fz,,Drifter's Tale Tavern,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.373625,-71.098784,1281 Cambridge St,Cambridge,MA,02139,US,+16177145717,,"American Food,Bar or Pub,Late Night",,,2019-07-01,POLYGON
23v-222@62j-sj2-q9f,,Apartments at 66 Pleasant St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.362853,-71.109343,66 Pleasant St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24x-222@62j-sj2-qzz,,Apartments at 35 Lopez St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.361806,-71.104913,35 Lopez St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
25k-223@62j-sjv-j5f,,Sarah Rodewald Gibson Sotheby's Realty,"","",Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,42.369028,-71.111465,1008 Massachusetts Ave,Cambridge,MA,02138,US,+13148142145,,"",,,2019-07-01,POLYGON
25w-222@62j-sj2-jjv,,Temple of Groom,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,42.368192,-71.108776,908 Massachusetts Ave,Cambridge,MA,02139,US,+16179451621,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""9:00"", ""16:00""]] }",Men's Haircuts,,,2019-07-01,POLYGON
25w-224@62j-sj2-jjv,,Apartments at 908 Massachusetts Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.36818,-71.108763,908 Massachusetts Ave,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
26c-222@62j-sj3-6hq,,Condos at 326 Hurley St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.36871,-71.084712,326 Hurley St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
26q-222@62j-sjv-8n5,,Harvard Square Acupuncture and Massage,"","",Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399,42.370911,-71.114891,12 Arrow St Ste 111,Cambridge,MA,02138,US,+16173493600,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","Acupuncture,Massage,Traditional Chinese Medicine",,,2019-07-01,POLYGON
273-222@62j-sj2-m6k,,Foreign Auto Center,"","",Automotive Repair and Maintenance,,8111,42.371609,-71.099928,251 Prospect St,Cambridge,MA,02139,US,+16178761262,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",Auto Repair,,,2019-07-01,POLYGON
2kd-222@62j-sj2-jjv,,Atomic Bean Cafe,"","",Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,42.368137,-71.108617,904 Massachusetts Ave,Cambridge,MA,02139,US,+16174990972,,"Bakery,Cafe",,2021-10-23,2019-07-01,POLYGON
zzw-222@62j-sj2-rff,,Diva Indian Bistro,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.365011,-71.102403,577 Massachusetts Ave,Cambridge,MA,02139,US,,,Indian Food,,,2019-07-01,POLYGON
zzy-222@62j-sj3-5xq,,Anthony Costa Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.367883,-71.080258,71 Charles St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
zzy-222@62j-sjt-mkz,,Sadguru Nityananda Institute Inc,"","",Religious Organizations,Religious Organizations,813110,42.370199,-71.120137,Box 1937,Cambridge,MA,02238,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
zzz-222@62j-shx-t9z,,Front Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.365358,-71.076485,Front Park,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
222-222@62j-sjs-n89,,Apartments at 185 Holworthy St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.379505,-71.151548,185 Holworthy St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
222-223@62j-sjs-54v,,Cheddars Pizzeria,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.390042,-71.142964,201 Alewife Brook Pkwy,Cambridge,MA,02138,US,+16176613366,,Pizza,,2020-01-15,2019-07-01,POLYGON
225-225@62j-sk2-yn5,,CHA Cambridge Family Health North,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.391669,-71.123139,2067 Massachusetts Ave,Cambridge,MA,02140,US,,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""20:30""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
228-222@62j-sjv-99f,,Concepts,"","",Clothing Stores,,4481,42.373713,-71.120952,37 Brattle St,Cambridge,MA,02138,US,,,"Accessories,Men's Clothing",,2020-01-15,2019-07-01,POLYGON
229-222@62j-sj3-47q,,The Link,"","",Other Personal Services,All Other Personal Services,812990,42.362672,-71.085344,255 Main St Ste 8,Cambridge,MA,02142,US,+16179452562,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
22f-223@62j-sk2-v9f,,Cowett Beth LICSW,"","",Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,42.388268,-71.119742,5 Upland Rd Ste 2,Cambridge,MA,02140,US,,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""14:00""]], ""Sat"": [], ""Sun"": [] }",Mental Health,,,2019-07-01,POLYGON
22k-222@62j-sj2-rtv,,Apartments at 102 Prospect St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.367592,-71.101969,102 Prospect St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22v-222@62j-sj3-59f,,Apartments at 84 Thorndike St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.36976,-71.082121,84 Thorndike St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22x-222@62j-sjs-td9,,Apartments at 151 Sherman St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.391139,-71.132985,151 Sherman St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
233-222@62j-sj3-9mk,,Pita Cambridge,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.374038,-71.100632,12 Springfield St,Cambridge,MA,02139,US,+16179451214,"{ ""Mon"": [[""9:00"", ""23:00""]], ""Tue"": [[""9:00"", ""23:00""]], ""Wed"": [[""9:00"", ""23:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""9:00"", ""24:00""]], ""Sat"": [[""9:00"", ""24:00""]], ""Sun"": [[""9:00"", ""23:00""]] }","Halal Food,Mediterranean Food,Moroccan Food",,,2019-07-01,POLYGON
235-222@62j-sj2-68v,,Apartments at 8 Marvin Pl,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.365776,-71.097941,8 Marvin Pl,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23d-222@62j-sjv-qcq,,Apartments at 27 Chauncy St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.379414,-71.123487,27 Chauncy St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
23m-222@62j-sjv-jjv,,Martin Luther King Preschool And Martin Luther King Afterschool,"","",Child Day Care Services,Child Day Care Services,624410,42.367012,-71.113226,100 Putnam Ave,Cambridge,MA,02139,US,+16173496270,,Child Care,,,2019-07-01,POLYGON
23r-223@62j-sjv-bc5,,Condos at 18 28 John F Kennedy St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372928,-71.119537,18 JFK St # 28,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
23t-223@62j-sjv-bc5,,F45 Training,SG_BRAND_69e26c2c38d1753,F45 Training,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.373156,-71.120164,20 Brattle St Unit 10,Cambridge,MA,02138,US,+16175453908,,"Circuit Training,Fitness Equipment,Health Coach,Interval Training",2022-02-15,,2022-01-27,POLYGON
23w-222@62j-sj2-hnq,,Apartments at 368 Broadway,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371336,-71.104928,368 Broadway,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24d-222@62j-sgg-j9z,,117 Pleasant Street,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.36123,-71.111805,115 Pleasant St # 117,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24j-223@62j-sj2-jjv,,Cooper Steven H Dr,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.367909,-71.107396,875 Massachusetts Ave,Cambridge,MA,02139,US,+16174927460,,Family Doctor,,,2019-07-01,POLYGON
25g-223@62j-sj2-qs5,,Townhouses at 165 Erie St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.359885,-71.106913,165 Erie St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
zzw-222@62j-sj2-49z,,Kingdom Empowerment Center,"","",Religious Organizations,Religious Organizations,813110,42.368597,-71.097172,211 Columbia St,Cambridge,MA,02139,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
zzw-222@62j-sj2-syv,,Lisa Lipson at Central Square Acupuncture,"","",Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399,42.367591,-71.105526,6 Bigelow St Ste 3,Cambridge,MA,02139,US,+16174974881,"{ ""Mon"": [[""9:00"", ""15:00""]], ""Tue"": [], ""Wed"": [[""9:00"", ""15:00""]], ""Thu"": [], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Acupuncture,,,2019-07-01,POLYGON
zzw-222@62j-sj3-2zf,,PiiQ Media & Risk,"","","Management, Scientific, and Technical Consulting Services",,5416,42.362778,-71.083535,1 Broadway,Cambridge,MA,02142,US,+16174012173,,"",,,2019-07-01,POLYGON
zzw-222@62j-sk2-py9,,Oxford Street Day Care Cooperative,"","",Child Day Care Services,Child Day Care Services,624410,42.379135,-71.113133,25 Francis Ave,Cambridge,MA,02138,US,+16175473175,,Child Care,,,2019-07-01,POLYGON
222-222@62j-sgg-6zf,,Pilgram Parking,"","",Other Personal Services,Parking Lots and Garages,812930,42.358269,-71.104035,47 Erie St,Cambridge,MA,02139,US,+16178286088,"{ ""Mon"": [[""7:00"", ""24:00""]], ""Tue"": [[""7:00"", ""24:00""]], ""Wed"": [[""7:00"", ""24:00""]], ""Thu"": [[""7:00"", ""24:00""]], ""Fri"": [[""7:00"", ""24:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
223-224@62j-sjv-bc5,,Warby Parker,SG_BRAND_1098c70eb4cac3a1f93309c89b79f16c,Warby Parker,Health and Personal Care Stores,Optical Goods Stores,446130,42.372712,-71.120225,39 JFK St,Cambridge,MA,02138,US,+16173000770,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","",,,2019-07-01,POLYGON
224-222@62j-sj3-89z,,Condos at 148 Tremont St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.374023,-71.096386,148 Tremont St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
224-222@62j-sjv-mc5,,Cambridge Buddhist Association Inc,"","",Religious Organizations,Religious Organizations,813110,42.377002,-71.128677,126 Brattle St,Cambridge,MA,02138,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
224-223@62j-sj3-47q,,Teriyaki Cafe,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.362761,-71.086864,3 Cambridge Ctr,Cambridge,MA,02142,US,,,Japanese Food,,2020-10-21,2019-07-01,POLYGON
224-225@62j-sjr-z75,,Apartments at 26 New St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.387911,-71.140511,26 New St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
225-222@62j-sjs-26k,,Apartments at 27 Corporal Burns Rd,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.386467,-71.137614,27 Corporal Burns Rd,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
225-222@62j-sjv-ndv,,Samira Unisex Hair Salon,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,42.37385,-71.1248,142 Mount Auburn St,Cambridge,MA,02138,US,+16175992856,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Hair Removal,Waxing",,,2019-07-01,POLYGON
227-222@62j-sjv-fzz,,Townhouses at 265 Putnam Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.362745,-71.114018,265 Putnam Ave,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
228-223@62j-sj2-rtv,,Out of the Blue Art Gallery,"","",Other Miscellaneous Store Retailers,Art Dealers,453920,42.367585,-71.102014,106 Prospect St,Cambridge,MA,02139,US,+16173545287,,"",,,2019-07-01,POLYGON
22d-222@62j-sk2-x3q,,Apartments at 78 Richdale Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.38856,-71.123951,78 Richdale Ave,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22s-222@62j-sj2-qcq,,Apartments at 22 Pleasant St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364915,-71.106967,22 Pleasant St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
234-222@62j-sj2-sbk,,Apartments at 11 Pine St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364359,-71.098427,11 Pine St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
236-222@62j-sj2-vvf,,Apartments at 56 7th St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.37126,-71.085492,56 7th St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
236-222@62j-sjs-xkf,,Apartments at 11 Orrin St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.384214,-71.131252,11 Orrin St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
